firstname,gender,frequency,cumulative_frequency,rank,source
JODI,female,0.051,68.333,335,US Census 1990
JANIE,female,0.051,68.385,336,US Census 1990
MAGGIE,female,0.051,68.436,337,US Census 1990
KAYLA,female,0.051,68.487,338,US Census 1990
SONYA,female,0.051,68.538,339,US Census 1990
JAN,female,0.051,68.589,340,US Census 1990
LEE,female,0.051,68.641,341,US Census 1990
KRISTINE,female,0.051,68.691,342,US Census 1990
CANDACE,female,0.051,68.742,343,US Census 1990
FANNIE,female,0.05,68.792,344,US Census 1990
MARYANN,female,0.05,68.843,345,US Census 1990
OPAL,female,0.05,68.893,346,US Census 1990
ALISON,female,0.05,68.943,347,US Census 1990
YVETTE,female,0.05,68.993,348,US Census 1990
MELODY,female,0.05,69.043,349,US Census 1990
LUZ,female,0.049,69.092,350,US Census 1990
SUSIE,female,0.049,69.142,351,US Census 1990
OLIVIA,female,0.049,69.191,352,US Census 1990
FLORA,female,0.049,69.24,353,US Census 1990
SHELLEY,female,0.049,69.288,354,US Census 1990
KRISTY,female,0.048,69.337,355,US Census 1990
MAMIE,female,0.048,69.385,356,US Census 1990
LULA,female,0.048,69.433,357,US Census 1990
LOLA,female,0.048,69.482,358,US Census 1990
VERNA,female,0.048,69.53,359,US Census 1990
BEULAH,female,0.048,69.577,360,US Census 1990
ANTOINETTE,female,0.048,69.625,361,US Census 1990
CANDICE,female,0.046,69.671,362,US Census 1990
JUANA,female,0.046,69.717,363,US Census 1990
JEANNETTE,female,0.046,69.763,364,US Census 1990
PAM,female,0.046,69.809,365,US Census 1990
KELLI,female,0.046,69.854,366,US Census 1990
HANNAH,female,0.045,69.899,367,US Census 1990
WHITNEY,female,0.045,69.944,368,US Census 1990
BRIDGET,female,0.045,69.989,369,US Census 1990
KARLA,female,0.044,70.034,370,US Census 1990
CELIA,female,0.044,70.078,371,US Census 1990
LATOYA,female,0.043,70.121,372,US Census 1990
PATTY,female,0.043,70.165,373,US Census 1990
SHELIA,female,0.043,70.208,374,US Census 1990
GAYLE,female,0.043,70.251,375,US Census 1990
DELLA,female,0.043,70.294,376,US Census 1990
VICKY,female,0.043,70.336,377,US Census 1990
LYNNE,female,0.043,70.379,378,US Census 1990
SHERI,female,0.042,70.421,379,US Census 1990
MARIANNE,female,0.042,70.463,380,US Census 1990
KARA,female,0.041,70.504,381,US Census 1990
JACQUELYN,female,0.041,70.544,382,US Census 1990
ERMA,female,0.041,70.585,383,US Census 1990
BLANCA,female,0.041,70.626,384,US Census 1990
MYRA,female,0.04,70.666,385,US Census 1990
LETICIA,female,0.04,70.706,386,US Census 1990
PAT,female,0.04,70.746,387,US Census 1990
KRISTA,female,0.04,70.786,388,US Census 1990
ROXANNE,female,0.04,70.826,389,US Census 1990
ANGELICA,female,0.039,70.865,390,US Census 1990
JOHNNIE,female,0.039,70.905,391,US Census 1990
ROBYN,female,0.039,70.944,392,US Census 1990
FRANCIS,female,0.039,70.983,393,US Census 1990
ADRIENNE,female,0.039,71.022,394,US Census 1990
ROSALIE,female,0.039,71.061,395,US Census 1990
ALEXANDRA,female,0.039,71.1,396,US Census 1990
BROOKE,female,0.039,71.139,397,US Census 1990
BETHANY,female,0.039,71.177,398,US Census 1990
SADIE,female,0.039,71.216,399,US Census 1990
BERNADETTE,female,0.039,71.254,400,US Census 1990
TRACI,female,0.038,71.293,401,US Census 1990
JODY,female,0.038,71.331,402,US Census 1990
KENDRA,female,0.038,71.369,403,US Census 1990
JASMINE,female,0.038,71.407,404,US Census 1990
NICHOLE,female,0.038,71.445,405,US Census 1990
RACHAEL,female,0.038,71.483,406,US Census 1990
CHELSEA,female,0.038,71.52,407,US Census 1990
MABLE,female,0.038,71.558,408,US Census 1990
ERNESTINE,female,0.038,71.596,409,US Census 1990
MURIEL,female,0.038,71.634,410,US Census 1990
MARCELLA,female,0.037,71.671,411,US Census 1990
ELENA,female,0.037,71.708,412,US Census 1990
KRYSTAL,female,0.037,71.745,413,US Census 1990
ANGELINA,female,0.037,71.781,414,US Census 1990
NADINE,female,0.036,71.818,415,US Census 1990
KARI,female,0.036,71.853,416,US Census 1990
ESTELLE,female,0.036,71.889,417,US Census 1990
DIANNA,female,0.036,71.925,418,US Census 1990
PAULETTE,female,0.036,71.961,419,US Census 1990
LORA,female,0.036,71.996,420,US Census 1990
MONA,female,0.035,72.032,421,US Census 1990
DOREEN,female,0.035,72.067,422,US Census 1990
ROSEMARIE,female,0.035,72.102,423,US Census 1990
ANGEL,female,0.035,72.137,424,US Census 1990
DESIREE,female,0.035,72.172,425,US Census 1990
ANTONIA,female,0.035,72.207,426,US Census 1990
HOPE,female,0.034,72.241,427,US Census 1990
GINGER,female,0.034,72.274,428,US Census 1990
JANIS,female,0.034,72.308,429,US Census 1990
BETSY,female,0.034,72.342,430,US Census 1990
CHRISTIE,female,0.034,72.375,431,US Census 1990
FREDA,female,0.034,72.409,432,US Census 1990
MERCEDES,female,0.033,72.442,433,US Census 1990
MEREDITH,female,0.033,72.475,434,US Census 1990
LYNETTE,female,0.033,72.508,435,US Census 1990
TERI,female,0.033,72.541,436,US Census 1990
CRISTINA,female,0.033,72.573,437,US Census 1990
EULA,female,0.033,72.606,438,US Census 1990
LEIGH,female,0.032,72.638,439,US Census 1990
MEGHAN,female,0.032,72.67,440,US Census 1990
SOPHIA,female,0.032,72.702,441,US Census 1990
ELOISE,female,0.032,72.734,442,US Census 1990
ROCHELLE,female,0.032,72.766,443,US Census 1990
GRETCHEN,female,0.032,72.798,444,US Census 1990
CECELIA,female,0.032,72.829,445,US Census 1990
RAQUEL,female,0.031,72.86,446,US Census 1990
HENRIETTA,female,0.031,72.891,447,US Census 1990
ALYSSA,female,0.031,72.922,448,US Census 1990
JANA,female,0.031,72.953,449,US Census 1990
KELLEY,female,0.031,72.983,450,US Census 1990
GWEN,female,0.031,73.014,451,US Census 1990
KERRY,female,0.031,73.044,452,US Census 1990
JENNA,female,0.03,73.075,453,US Census 1990
TRICIA,female,0.03,73.105,454,US Census 1990
LAVERNE,female,0.03,73.135,455,US Census 1990
OLIVE,female,0.03,73.165,456,US Census 1990
ALEXIS,female,0.03,73.195,457,US Census 1990
TASHA,female,0.03,73.225,458,US Census 1990
SILVIA,female,0.029,73.254,459,US Census 1990
ELVIRA,female,0.029,73.284,460,US Census 1990
CASEY,female,0.029,73.313,461,US Census 1990
DELIA,female,0.029,73.342,462,US Census 1990
SOPHIE,female,0.029,73.372,463,US Census 1990
KATE,female,0.029,73.401,464,US Census 1990
PATTI,female,0.029,73.43,465,US Census 1990
LORENA,female,0.029,73.459,466,US Census 1990
KELLIE,female,0.029,73.488,467,US Census 1990
SONJA,female,0.029,73.517,468,US Census 1990
LILA,female,0.029,73.546,469,US Census 1990
LANA,female,0.029,73.575,470,US Census 1990
DARLA,female,0.029,73.604,471,US Census 1990
MAY,female,0.029,73.633,472,US Census 1990
MINDY,female,0.029,73.661,473,US Census 1990
ESSIE,female,0.029,73.69,474,US Census 1990
MANDY,female,0.029,73.719,475,US Census 1990
LORENE,female,0.028,73.747,476,US Census 1990
ELSA,female,0.028,73.775,477,US Census 1990
JOSEFINA,female,0.028,73.804,478,US Census 1990
JEANNIE,female,0.028,73.832,479,US Census 1990
MIRANDA,female,0.028,73.86,480,US Census 1990
DIXIE,female,0.028,73.888,481,US Census 1990
LUCIA,female,0.028,73.916,482,US Census 1990
MARTA,female,0.028,73.944,483,US Census 1990
FAITH,female,0.028,73.972,484,US Census 1990
LELA,female,0.028,73.999,485,US Census 1990
JOHANNA,female,0.028,74.027,486,US Census 1990
SHARI,female,0.028,74.055,487,US Census 1990
CAMILLE,female,0.028,74.082,488,US Census 1990
TAMI,female,0.027,74.11,489,US Census 1990
SHAWNA,female,0.027,74.137,490,US Census 1990
ELISA,female,0.027,74.164,491,US Census 1990
EBONY,female,0.027,74.192,492,US Census 1990
MELBA,female,0.027,74.219,493,US Census 1990
ORA,female,0.027,74.246,494,US Census 1990
NETTIE,female,0.027,74.273,495,US Census 1990
TABITHA,female,0.027,74.3,496,US Census 1990
OLLIE,female,0.027,74.327,497,US Census 1990
JAIME,female,0.027,74.354,498,US Census 1990
WINIFRED,female,0.027,74.381,499,US Census 1990
KRISTIE,female,0.027,74.408,500,US Census 1990
MARINA,female,0.027,74.435,501,US Census 1990
ALISHA,female,0.027,74.462,502,US Census 1990
AIMEE,female,0.027,74.488,503,US Census 1990
RENA,female,0.027,74.515,504,US Census 1990
MYRNA,female,0.026,74.541,505,US Census 1990
MARLA,female,0.026,74.567,506,US Census 1990
TAMMIE,female,0.026,74.593,507,US Census 1990
LATASHA,female,0.026,74.619,508,US Census 1990
BONITA,female,0.026,74.645,509,US Census 1990
PATRICE,female,0.026,74.671,510,US Census 1990
RONDA,female,0.026,74.697,511,US Census 1990
SHERRIE,female,0.026,74.722,512,US Census 1990
ADDIE,female,0.026,74.748,513,US Census 1990
FRANCINE,female,0.025,74.773,514,US Census 1990
DELORIS,female,0.025,74.799,515,US Census 1990
STACIE,female,0.025,74.824,516,US Census 1990
ADRIANA,female,0.025,74.849,517,US Census 1990
CHERI,female,0.025,74.874,518,US Census 1990
SHELBY,female,0.025,74.899,519,US Census 1990
ABIGAIL,female,0.025,74.924,520,US Census 1990
CELESTE,female,0.025,74.949,521,US Census 1990
JEWEL,female,0.025,74.974,522,US Census 1990
CARA,female,0.025,74.999,523,US Census 1990
ADELE,female,0.025,75.024,524,US Census 1990
REBEKAH,female,0.025,75.048,525,US Census 1990
LUCINDA,female,0.025,75.073,526,US Census 1990
DORTHY,female,0.025,75.097,527,US Census 1990
CHRIS,female,0.024,75.122,528,US Census 1990
EFFIE,female,0.024,75.146,529,US Census 1990
TRINA,female,0.024,75.171,530,US Census 1990
REBA,female,0.024,75.195,531,US Census 1990
SHAWN,female,0.024,75.219,532,US Census 1990
SALLIE,female,0.024,75.244,533,US Census 1990
AURORA,female,0.024,75.268,534,US Census 1990
LENORA,female,0.024,75.292,535,US Census 1990
ETTA,female,0.024,75.317,536,US Census 1990
LOTTIE,female,0.024,75.341,537,US Census 1990
KERRI,female,0.024,75.365,538,US Census 1990
TRISHA,female,0.024,75.389,539,US Census 1990
NIKKI,female,0.024,75.413,540,US Census 1990
ESTELLA,female,0.024,75.438,541,US Census 1990
FRANCISCA,female,0.024,75.461,542,US Census 1990
JOSIE,female,0.024,75.485,543,US Census 1990
TRACIE,female,0.024,75.509,544,US Census 1990
MARISSA,female,0.024,75.533,545,US Census 1990
KARIN,female,0.024,75.557,546,US Census 1990
BRITTNEY,female,0.024,75.58,547,US Census 1990
JANELLE,female,0.024,75.604,548,US Census 1990
LOURDES,female,0.024,75.628,549,US Census 1990
LAUREL,female,0.024,75.651,550,US Census 1990
HELENE,female,0.024,75.675,551,US Census 1990
FERN,female,0.024,75.698,552,US Census 1990
ELVA,female,0.024,75.722,553,US Census 1990
CORINNE,female,0.024,75.745,554,US Census 1990
KELSEY,female,0.024,75.769,555,US Census 1990
INA,female,0.023,75.792,556,US Census 1990
BETTIE,female,0.023,75.816,557,US Census 1990
ELISABETH,female,0.023,75.839,558,US Census 1990
AIDA,female,0.023,75.862,559,US Census 1990
CAITLIN,female,0.023,75.886,560,US Census 1990
INGRID,female,0.023,75.909,561,US Census 1990
IVA,female,0.023,75.932,562,US Census 1990
EUGENIA,female,0.023,75.955,563,US Census 1990
CHRISTA,female,0.023,75.978,564,US Census 1990
GOLDIE,female,0.023,76.0,565,US Census 1990
CASSIE,female,0.023,76.023,566,US Census 1990
MAUDE,female,0.023,76.046,567,US Census 1990
JENIFER,female,0.023,76.068,568,US Census 1990
THERESE,female,0.022,76.091,569,US Census 1990
FRANKIE,female,0.022,76.113,570,US Census 1990
DENA,female,0.022,76.136,571,US Census 1990
LORNA,female,0.022,76.158,572,US Census 1990
JANETTE,female,0.022,76.18,573,US Census 1990
LATONYA,female,0.022,76.202,574,US Census 1990
CANDY,female,0.022,76.224,575,US Census 1990
MORGAN,female,0.022,76.247,576,US Census 1990
CONSUELO,female,0.022,76.269,577,US Census 1990
TAMIKA,female,0.022,76.291,578,US Census 1990
ROSETTA,female,0.022,76.313,579,US Census 1990
DEBORA,female,0.022,76.334,580,US Census 1990
CHERIE,female,0.022,76.356,581,US Census 1990
POLLY,female,0.022,76.378,582,US Census 1990
DINA,female,0.022,76.4,583,US Census 1990
JEWELL,female,0.021,76.421,584,US Census 1990
FAY,female,0.021,76.442,585,US Census 1990
JILLIAN,female,0.021,76.464,586,US Census 1990
DOROTHEA,female,0.021,76.485,587,US Census 1990
NELL,female,0.021,76.506,588,US Census 1990
TRUDY,female,0.021,76.527,589,US Census 1990
ESPERANZA,female,0.021,76.548,590,US Census 1990
PATRICA,female,0.021,76.57,591,US Census 1990
KIMBERLEY,female,0.021,76.591,592,US Census 1990
SHANNA,female,0.021,76.611,593,US Census 1990
HELENA,female,0.021,76.632,594,US Census 1990
CAROLINA,female,0.021,76.653,595,US Census 1990
CLEO,female,0.021,76.674,596,US Census 1990
STEFANIE,female,0.021,76.694,597,US Census 1990
ROSARIO,female,0.02,76.715,598,US Census 1990
OLA,female,0.02,76.735,599,US Census 1990
JANINE,female,0.02,76.756,600,US Census 1990
MOLLIE,female,0.02,76.776,601,US Census 1990
LUPE,female,0.02,76.796,602,US Census 1990
ALISA,female,0.02,76.816,603,US Census 1990
LOU,female,0.02,76.836,604,US Census 1990
MARIBEL,female,0.02,76.856,605,US Census 1990
SUSANNE,female,0.02,76.875,606,US Census 1990
BETTE,female,0.019,76.895,607,US Census 1990
SUSANA,female,0.019,76.914,608,US Census 1990
ELISE,female,0.019,76.933,609,US Census 1990
CECILE,female,0.019,76.953,610,US Census 1990
ISABELLE,female,0.019,76.972,611,US Census 1990
LESLEY,female,0.019,76.991,612,US Census 1990
JOCELYN,female,0.019,77.01,613,US Census 1990
PAIGE,female,0.019,77.03,614,US Census 1990
JONI,female,0.019,77.049,615,US Census 1990
RACHELLE,female,0.019,77.068,616,US Census 1990
LEOLA,female,0.019,77.087,617,US Census 1990
DAPHNE,female,0.019,77.106,618,US Census 1990
ALTA,female,0.019,77.125,619,US Census 1990
ESTER,female,0.019,77.144,620,US Census 1990
PETRA,female,0.019,77.162,621,US Census 1990
GRACIELA,female,0.019,77.181,622,US Census 1990
IMOGENE,female,0.019,77.2,623,US Census 1990
JOLENE,female,0.019,77.219,624,US Census 1990
KEISHA,female,0.019,77.237,625,US Census 1990
LACEY,female,0.018,77.256,626,US Census 1990
GLENNA,female,0.018,77.274,627,US Census 1990
GABRIELA,female,0.018,77.293,628,US Census 1990
KERI,female,0.018,77.311,629,US Census 1990
URSULA,female,0.018,77.329,630,US Census 1990
LIZZIE,female,0.018,77.347,631,US Census 1990
KIRSTEN,female,0.018,77.366,632,US Census 1990
SHANA,female,0.018,77.384,633,US Census 1990
ADELINE,female,0.018,77.402,634,US Census 1990
MAYRA,female,0.018,77.42,635,US Census 1990
JAYNE,female,0.018,77.438,636,US Census 1990
JACLYN,female,0.018,77.456,637,US Census 1990
GRACIE,female,0.018,77.474,638,US Census 1990
SONDRA,female,0.018,77.492,639,US Census 1990
CARMELA,female,0.018,77.509,640,US Census 1990
MARISA,female,0.018,77.527,641,US Census 1990
ROSALIND,female,0.018,77.545,642,US Census 1990
CHARITY,female,0.018,77.563,643,US Census 1990
TONIA,female,0.018,77.58,644,US Census 1990
BEATRIZ,female,0.018,77.598,645,US Census 1990
MARISOL,female,0.018,77.616,646,US Census 1990
CLARICE,female,0.018,77.633,647,US Census 1990
JEANINE,female,0.017,77.651,648,US Census 1990
SHEENA,female,0.017,77.668,649,US Census 1990
ANGELINE,female,0.017,77.685,650,US Census 1990
FRIEDA,female,0.017,77.703,651,US Census 1990
LILY,female,0.017,77.72,652,US Census 1990
ROBBIE,female,0.017,77.737,653,US Census 1990
SHAUNA,female,0.017,77.754,654,US Census 1990
MILLIE,female,0.017,77.771,655,US Census 1990
CLAUDETTE,female,0.017,77.788,656,US Census 1990
CATHLEEN,female,0.017,77.805,657,US Census 1990
ANGELIA,female,0.017,77.822,658,US Census 1990
GABRIELLE,female,0.017,77.839,659,US Census 1990
AUTUMN,female,0.017,77.856,660,US Census 1990
KATHARINE,female,0.017,77.873,661,US Census 1990
SUMMER,female,0.017,77.89,662,US Census 1990
JODIE,female,0.017,77.907,663,US Census 1990
STACI,female,0.017,77.923,664,US Census 1990
LEA,female,0.017,77.94,665,US Census 1990
CHRISTI,female,0.017,77.957,666,US Census 1990
JIMMIE,female,0.017,77.974,667,US Census 1990
JUSTINE,female,0.017,77.99,668,US Census 1990
ELMA,female,0.017,78.007,669,US Census 1990
LUELLA,female,0.017,78.023,670,US Census 1990
MARGRET,female,0.017,78.04,671,US Census 1990
DOMINIQUE,female,0.016,78.056,672,US Census 1990
SOCORRO,female,0.016,78.073,673,US Census 1990
RENE,female,0.016,78.089,674,US Census 1990
MARTINA,female,0.016,78.105,675,US Census 1990
MARGO,female,0.016,78.122,676,US Census 1990
MAVIS,female,0.016,78.138,677,US Census 1990
CALLIE,female,0.016,78.154,678,US Census 1990
BOBBI,female,0.016,78.17,679,US Census 1990
MARITZA,female,0.016,78.186,680,US Census 1990
LUCILE,female,0.016,78.202,681,US Census 1990
LEANNE,female,0.016,78.219,682,US Census 1990
JEANNINE,female,0.016,78.235,683,US Census 1990
DEANA,female,0.016,78.251,684,US Census 1990
AILEEN,female,0.016,78.267,685,US Census 1990
LORIE,female,0.016,78.282,686,US Census 1990
LADONNA,female,0.016,78.298,687,US Census 1990
WILLA,female,0.016,78.314,688,US Census 1990
MANUELA,female,0.016,78.33,689,US Census 1990
GALE,female,0.016,78.346,690,US Census 1990
SELMA,female,0.016,78.361,691,US Census 1990
DOLLY,female,0.016,78.377,692,US Census 1990
SYBIL,female,0.016,78.393,693,US Census 1990
ABBY,female,0.016,78.408,694,US Census 1990
LARA,female,0.016,78.424,695,US Census 1990
DALE,female,0.016,78.44,696,US Census 1990
IVY,female,0.016,78.455,697,US Census 1990
DEE,female,0.016,78.471,698,US Census 1990
WINNIE,female,0.016,78.486,699,US Census 1990
MARCY,female,0.016,78.502,700,US Census 1990
LUISA,female,0.016,78.517,701,US Census 1990
JERI,female,0.015,78.533,702,US Census 1990
MAGDALENA,female,0.015,78.548,703,US Census 1990
OFELIA,female,0.015,78.563,704,US Census 1990
MEAGAN,female,0.015,78.579,705,US Census 1990
AUDRA,female,0.015,78.594,706,US Census 1990
MATILDA,female,0.015,78.609,707,US Census 1990
LEILA,female,0.015,78.624,708,US Census 1990
CORNELIA,female,0.015,78.639,709,US Census 1990
BIANCA,female,0.015,78.654,710,US Census 1990
SIMONE,female,0.015,78.669,711,US Census 1990
BETTYE,female,0.015,78.684,712,US Census 1990
RANDI,female,0.015,78.699,713,US Census 1990
VIRGIE,female,0.015,78.713,714,US Census 1990
LATISHA,female,0.015,78.728,715,US Census 1990
BARBRA,female,0.015,78.743,716,US Census 1990
GEORGINA,female,0.015,78.758,717,US Census 1990
ELIZA,female,0.015,78.772,718,US Census 1990
LEANN,female,0.015,78.787,719,US Census 1990
BRIDGETTE,female,0.015,78.801,720,US Census 1990
RHODA,female,0.014,78.816,721,US Census 1990
HALEY,female,0.014,78.83,722,US Census 1990
ADELA,female,0.014,78.845,723,US Census 1990
NOLA,female,0.014,78.859,724,US Census 1990
BERNADINE,female,0.014,78.873,725,US Census 1990
FLOSSIE,female,0.014,78.887,726,US Census 1990
ILA,female,0.014,78.902,727,US Census 1990
GRETA,female,0.014,78.916,728,US Census 1990
RUTHIE,female,0.014,78.93,729,US Census 1990
NELDA,female,0.014,78.944,730,US Census 1990
MINERVA,female,0.014,78.958,731,US Census 1990
LILLY,female,0.014,78.973,732,US Census 1990
TERRIE,female,0.014,78.987,733,US Census 1990
LETHA,female,0.014,79.001,734,US Census 1990
HILARY,female,0.014,79.015,735,US Census 1990
ESTELA,female,0.014,79.029,736,US Census 1990
VALARIE,female,0.014,79.043,737,US Census 1990
BRIANNA,female,0.014,79.057,738,US Census 1990
ROSALYN,female,0.014,79.071,739,US Census 1990
EARLINE,female,0.014,79.085,740,US Census 1990
CATALINA,female,0.014,79.099,741,US Census 1990
AVA,female,0.014,79.113,742,US Census 1990
MIA,female,0.014,79.127,743,US Census 1990
CLARISSA,female,0.014,79.141,744,US Census 1990
LIDIA,female,0.014,79.155,745,US Census 1990
CORRINE,female,0.014,79.169,746,US Census 1990
ALEXANDRIA,female,0.014,79.183,747,US Census 1990
CONCEPCION,female,0.014,79.196,748,US Census 1990
TIA,female,0.014,79.21,749,US Census 1990
SHARRON,female,0.014,79.224,750,US Census 1990
RAE,female,0.014,79.238,751,US Census 1990
DONA,female,0.014,79.251,752,US Census 1990
ERICKA,female,0.014,79.265,753,US Census 1990
JAMI,female,0.014,79.278,754,US Census 1990
ELNORA,female,0.014,79.292,755,US Census 1990
CHANDRA,female,0.014,79.306,756,US Census 1990
LENORE,female,0.014,79.319,757,US Census 1990
NEVA,female,0.013,79.333,758,US Census 1990
MARYLOU,female,0.013,79.346,759,US Census 1990
MELISA,female,0.013,79.36,760,US Census 1990
TABATHA,female,0.013,79.373,761,US Census 1990
SERENA,female,0.013,79.386,762,US Census 1990
AVIS,female,0.013,79.4,763,US Census 1990
ALLIE,female,0.013,79.413,764,US Census 1990
SOFIA,female,0.013,79.426,765,US Census 1990
JEANIE,female,0.013,79.439,766,US Census 1990
ODESSA,female,0.013,79.453,767,US Census 1990
NANNIE,female,0.013,79.466,768,US Census 1990
HARRIETT,female,0.013,79.479,769,US Census 1990
LORAINE,female,0.013,79.492,770,US Census 1990
PENELOPE,female,0.013,79.505,771,US Census 1990
MILAGROS,female,0.013,79.518,772,US Census 1990
EMILIA,female,0.013,79.531,773,US Census 1990
BENITA,female,0.013,79.544,774,US Census 1990
ALLYSON,female,0.013,79.557,775,US Census 1990
ASHLEE,female,0.013,79.57,776,US Census 1990
TANIA,female,0.013,79.583,777,US Census 1990
TOMMIE,female,0.013,79.596,778,US Census 1990
ESMERALDA,female,0.013,79.608,779,US Census 1990
KARINA,female,0.013,79.621,780,US Census 1990
EVE,female,0.013,79.634,781,US Census 1990
PEARLIE,female,0.013,79.647,782,US Census 1990
ZELMA,female,0.013,79.659,783,US Census 1990
MALINDA,female,0.013,79.672,784,US Census 1990
NOREEN,female,0.013,79.684,785,US Census 1990
TAMEKA,female,0.013,79.697,786,US Census 1990
SAUNDRA,female,0.013,79.71,787,US Census 1990
HILLARY,female,0.013,79.722,788,US Census 1990
AMIE,female,0.013,79.735,789,US Census 1990
ALTHEA,female,0.012,79.747,790,US Census 1990
ROSALINDA,female,0.012,79.76,791,US Census 1990
JORDAN,female,0.012,79.772,792,US Census 1990
LILIA,female,0.012,79.784,793,US Census 1990
ALANA,female,0.012,79.797,794,US Census 1990
GAY,female,0.012,79.809,795,US Census 1990
CLARE,female,0.012,79.821,796,US Census 1990
ALEJANDRA,female,0.012,79.834,797,US Census 1990
ELINOR,female,0.012,79.846,798,US Census 1990
MICHAEL,female,0.012,79.858,799,US Census 1990
LORRIE,female,0.012,79.87,800,US Census 1990
JERRI,female,0.012,79.882,801,US Census 1990
DARCY,female,0.012,79.895,802,US Census 1990
EARNESTINE,female,0.012,79.907,803,US Census 1990
CARMELLA,female,0.012,79.919,804,US Census 1990
TAYLOR,female,0.012,79.931,805,US Census 1990
NOEMI,female,0.012,79.943,806,US Census 1990
MARCIE,female,0.012,79.954,807,US Census 1990
LIZA,female,0.012,79.966,808,US Census 1990
ANNABELLE,female,0.012,79.978,809,US Census 1990
LOUISA,female,0.012,79.99,810,US Census 1990
EARLENE,female,0.012,80.002,811,US Census 1990
MALLORY,female,0.012,80.014,812,US Census 1990
CARLENE,female,0.012,80.025,813,US Census 1990
NITA,female,0.012,80.037,814,US Census 1990
SELENA,female,0.012,80.049,815,US Census 1990
TANISHA,female,0.012,80.06,816,US Census 1990
KATY,female,0.012,80.072,817,US Census 1990
JULIANNE,female,0.012,80.083,818,US Census 1990
JOHN,female,0.012,80.095,819,US Census 1990
LAKISHA,female,0.011,80.106,820,US Census 1990
EDWINA,female,0.011,80.118,821,US Census 1990
MARICELA,female,0.011,80.129,822,US Census 1990
MARGERY,female,0.011,80.141,823,US Census 1990
KENYA,female,0.011,80.152,824,US Census 1990
DOLLIE,female,0.011,80.164,825,US Census 1990
ROXIE,female,0.011,80.175,826,US Census 1990
ROSLYN,female,0.011,80.187,827,US Census 1990
KATHRINE,female,0.011,80.198,828,US Census 1990
NANETTE,female,0.011,80.209,829,US Census 1990
CHARMAINE,female,0.011,80.221,830,US Census 1990
LAVONNE,female,0.011,80.232,831,US Census 1990
ILENE,female,0.011,80.243,832,US Census 1990
KRIS,female,0.011,80.255,833,US Census 1990
TAMMI,female,0.011,80.266,834,US Census 1990
SUZETTE,female,0.011,80.277,835,US Census 1990
CORINE,female,0.011,80.288,836,US Census 1990
KAYE,female,0.011,80.3,837,US Census 1990
JERRY,female,0.011,80.311,838,US Census 1990
MERLE,female,0.011,80.322,839,US Census 1990
CHRYSTAL,female,0.011,80.333,840,US Census 1990
LINA,female,0.011,80.344,841,US Census 1990
DEANNE,female,0.011,80.355,842,US Census 1990
LILIAN,female,0.011,80.366,843,US Census 1990
JULIANA,female,0.011,80.377,844,US Census 1990
ALINE,female,0.011,80.388,845,US Census 1990
LUANN,female,0.011,80.399,846,US Census 1990
KASEY,female,0.011,80.41,847,US Census 1990
MARYANNE,female,0.011,80.421,848,US Census 1990
EVANGELINE,female,0.011,80.432,849,US Census 1990
COLETTE,female,0.011,80.443,850,US Census 1990
MELVA,female,0.011,80.453,851,US Census 1990
LAWANDA,female,0.011,80.464,852,US Census 1990
YESENIA,female,0.011,80.475,853,US Census 1990
NADIA,female,0.011,80.486,854,US Census 1990
MADGE,female,0.011,80.497,855,US Census 1990
KATHIE,female,0.011,80.507,856,US Census 1990
EDDIE,female,0.011,80.518,857,US Census 1990
OPHELIA,female,0.011,80.529,858,US Census 1990
VALERIA,female,0.011,80.539,859,US Census 1990
NONA,female,0.011,80.55,860,US Census 1990
MITZI,female,0.011,80.561,861,US Census 1990
MARI,female,0.011,80.571,862,US Census 1990
GEORGETTE,female,0.011,80.582,863,US Census 1990
CLAUDINE,female,0.011,80.592,864,US Census 1990
FRAN,female,0.011,80.603,865,US Census 1990
ALISSA,female,0.011,80.613,866,US Census 1990
ROSEANN,female,0.01,80.624,867,US Census 1990
LAKEISHA,female,0.01,80.634,868,US Census 1990
SUSANNA,female,0.01,80.645,869,US Census 1990
REVA,female,0.01,80.655,870,US Census 1990
DEIDRE,female,0.01,80.665,871,US Census 1990
CHASITY,female,0.01,80.676,872,US Census 1990
SHEREE,female,0.01,80.686,873,US Census 1990
CARLY,female,0.01,80.697,874,US Census 1990
JAMES,female,0.01,80.707,875,US Census 1990
ELVIA,female,0.01,80.717,876,US Census 1990
ALYCE,female,0.01,80.728,877,US Census 1990
DEIRDRE,female,0.01,80.738,878,US Census 1990
GENA,female,0.01,80.748,879,US Census 1990
BRIANA,female,0.01,80.758,880,US Census 1990
ARACELI,female,0.01,80.769,881,US Census 1990
KATELYN,female,0.01,80.779,882,US Census 1990
ROSANNE,female,0.01,80.789,883,US Census 1990
WENDI,female,0.01,80.799,884,US Census 1990
TESSA,female,0.01,80.81,885,US Census 1990
BERTA,female,0.01,80.82,886,US Census 1990
MARVA,female,0.01,80.83,887,US Census 1990
IMELDA,female,0.01,80.84,888,US Census 1990
MARIETTA,female,0.01,80.85,889,US Census 1990
MARCI,female,0.01,80.86,890,US Census 1990
LEONOR,female,0.01,80.87,891,US Census 1990
ARLINE,female,0.01,80.88,892,US Census 1990
SASHA,female,0.01,80.89,893,US Census 1990
MADELYN,female,0.01,80.9,894,US Census 1990
