firstname,gender,frequency,cumulative_frequency,rank,source
JAMAL,male,0.014,85.529,565,US Census 1990
DEVON,male,0.014,85.544,566,US Census 1990
ADOLFO,male,0.014,85.558,567,US Census 1990
HARRISON,male,0.014,85.573,568,US Census 1990
TYSON,male,0.014,85.587,569,US Census 1990
BURTON,male,0.014,85.601,570,US Census 1990
BRADY,male,0.014,85.616,571,US Census 1990
ELLIOTT,male,0.014,85.63,572,US Census 1990
WILFREDO,male,0.014,85.644,573,US Census 1990
BART,male,0.014,85.658,574,US Census 1990
JARROD,male,0.014,85.672,575,US Census 1990
VANCE,male,0.014,85.686,576,US Census 1990
DENIS,male,0.014,85.7,577,US Census 1990
DAMIEN,male,0.014,85.714,578,US Census 1990
JOAQUIN,male,0.014,85.728,579,US Census 1990
HARLAN,male,0.014,85.742,580,US Census 1990
DESMOND,male,0.014,85.756,581,US Census 1990
ELLIOT,male,0.014,85.77,582,US Census 1990
DARWIN,male,0.014,85.783,583,US Census 1990
ASHLEY,male,0.014,85.797,584,US Census 1990
GREGORIO,male,0.014,85.811,585,US Census 1990
BUDDY,male,0.014,85.824,586,US Census 1990
XAVIER,male,0.013,85.838,587,US Census 1990
KERMIT,male,0.013,85.851,588,US Census 1990
ROSCOE,male,0.013,85.865,589,US Census 1990
ESTEBAN,male,0.013,85.878,590,US Census 1990
ANTON,male,0.013,85.891,591,US Census 1990
SOLOMON,male,0.013,85.904,592,US Census 1990
SCOTTY,male,0.013,85.917,593,US Census 1990
NORBERT,male,0.013,85.93,594,US Census 1990
ELVIN,male,0.013,85.943,595,US Census 1990
WILLIAMS,male,0.013,85.956,596,US Census 1990
NOLAN,male,0.013,85.969,597,US Census 1990
CAREY,male,0.013,85.982,598,US Census 1990
ROD,male,0.013,85.994,599,US Census 1990
QUINTON,male,0.013,86.007,600,US Census 1990
HAL,male,0.013,86.02,601,US Census 1990
BRAIN,male,0.013,86.033,602,US Census 1990
ROB,male,0.013,86.045,603,US Census 1990
ELWOOD,male,0.013,86.058,604,US Census 1990
KENDRICK,male,0.013,86.07,605,US Census 1990
DARIUS,male,0.013,86.083,606,US Census 1990
MOISES,male,0.013,86.096,607,US Census 1990
SON,male,0.012,86.108,608,US Census 1990
MARLIN,male,0.012,86.12,609,US Census 1990
FIDEL,male,0.012,86.133,610,US Census 1990
THADDEUS,male,0.012,86.145,611,US Census 1990
CLIFF,male,0.012,86.158,612,US Census 1990
MARCEL,male,0.012,86.17,613,US Census 1990
ALI,male,0.012,86.182,614,US Census 1990
JACKSON,male,0.012,86.195,615,US Census 1990
RAPHAEL,male,0.012,86.207,616,US Census 1990
BRYON,male,0.012,86.219,617,US Census 1990
ARMAND,male,0.012,86.231,618,US Census 1990
ALVARO,male,0.012,86.244,619,US Census 1990
JEFFRY,male,0.012,86.256,620,US Census 1990
DANE,male,0.012,86.268,621,US Census 1990
JOESPH,male,0.012,86.28,622,US Census 1990
THURMAN,male,0.012,86.292,623,US Census 1990
NED,male,0.012,86.304,624,US Census 1990
SAMMIE,male,0.012,86.316,625,US Census 1990
RUSTY,male,0.012,86.328,626,US Census 1990
MICHEL,male,0.012,86.339,627,US Census 1990
MONTY,male,0.012,86.351,628,US Census 1990
RORY,male,0.012,86.363,629,US Census 1990
FABIAN,male,0.012,86.374,630,US Census 1990
REGGIE,male,0.012,86.386,631,US Census 1990
MASON,male,0.012,86.397,632,US Census 1990
GRAHAM,male,0.012,86.409,633,US Census 1990
KRIS,male,0.011,86.42,634,US Census 1990
ISAIAH,male,0.011,86.432,635,US Census 1990
VAUGHN,male,0.011,86.443,636,US Census 1990
GUS,male,0.011,86.454,637,US Census 1990
AVERY,male,0.011,86.466,638,US Census 1990
LOYD,male,0.011,86.477,639,US Census 1990
DIEGO,male,0.011,86.488,640,US Census 1990
ALEXIS,male,0.011,86.499,641,US Census 1990
ADOLPH,male,0.011,86.511,642,US Census 1990
NORRIS,male,0.011,86.522,643,US Census 1990
MILLARD,male,0.011,86.533,644,US Census 1990
ROCCO,male,0.011,86.544,645,US Census 1990
GONZALO,male,0.011,86.555,646,US Census 1990
DERICK,male,0.011,86.566,647,US Census 1990
RODRIGO,male,0.011,86.577,648,US Census 1990
GERRY,male,0.011,86.588,649,US Census 1990
STACEY,male,0.011,86.599,650,US Census 1990
CARMEN,male,0.011,86.61,651,US Census 1990
WILEY,male,0.011,86.621,652,US Census 1990
RIGOBERTO,male,0.011,86.632,653,US Census 1990
ALPHONSO,male,0.011,86.643,654,US Census 1990
TY,male,0.011,86.654,655,US Census 1990
SHELBY,male,0.011,86.664,656,US Census 1990
RICKIE,male,0.011,86.675,657,US Census 1990
NOE,male,0.011,86.686,658,US Census 1990
VERN,male,0.01,86.696,659,US Census 1990
BOBBIE,male,0.01,86.707,660,US Census 1990
REED,male,0.01,86.717,661,US Census 1990
JEFFERSON,male,0.01,86.727,662,US Census 1990
ELVIS,male,0.01,86.738,663,US Census 1990
BERNARDO,male,0.01,86.748,664,US Census 1990
MAURICIO,male,0.01,86.758,665,US Census 1990
HIRAM,male,0.01,86.768,666,US Census 1990
DONOVAN,male,0.01,86.778,667,US Census 1990
BASIL,male,0.01,86.789,668,US Census 1990
RILEY,male,0.01,86.799,669,US Census 1990
OLLIE,male,0.01,86.809,670,US Census 1990
NICKOLAS,male,0.01,86.819,671,US Census 1990
MAYNARD,male,0.01,86.829,672,US Census 1990
SCOT,male,0.01,86.84,673,US Census 1990
VINCE,male,0.01,86.85,674,US Census 1990
QUINCY,male,0.01,86.86,675,US Census 1990
EDDY,male,0.01,86.87,676,US Census 1990
SEBASTIAN,male,0.01,86.88,677,US Census 1990
FEDERICO,male,0.01,86.89,678,US Census 1990
ULYSSES,male,0.01,86.9,679,US Census 1990
HERIBERTO,male,0.01,86.91,680,US Census 1990
DONNELL,male,0.01,86.92,681,US Census 1990
COLE,male,0.01,86.929,682,US Census 1990
DENNY,male,0.01,86.939,683,US Census 1990
DAVIS,male,0.01,86.949,684,US Census 1990
GAVIN,male,0.01,86.959,685,US Census 1990
EMERY,male,0.01,86.969,686,US Census 1990
WARD,male,0.01,86.979,687,US Census 1990
ROMEO,male,0.01,86.989,688,US Census 1990
JAYSON,male,0.01,86.998,689,US Census 1990
DION,male,0.01,87.008,690,US Census 1990
DANTE,male,0.01,87.018,691,US Census 1990
CLEMENT,male,0.01,87.028,692,US Census 1990
COY,male,0.01,87.037,693,US Census 1990
ODELL,male,0.01,87.047,694,US Census 1990
MAXWELL,male,0.01,87.057,695,US Census 1990
JARVIS,male,0.01,87.066,696,US Census 1990
BRUNO,male,0.01,87.076,697,US Census 1990
ISSAC,male,0.01,87.086,698,US Census 1990
MARY,male,0.009,87.095,699,US Census 1990
DUDLEY,male,0.009,87.104,700,US Census 1990
BROCK,male,0.009,87.114,701,US Census 1990
SANFORD,male,0.009,87.123,702,US Census 1990
COLBY,male,0.009,87.133,703,US Census 1990
CARMELO,male,0.009,87.142,704,US Census 1990
BARNEY,male,0.009,87.152,705,US Census 1990
NESTOR,male,0.009,87.161,706,US Census 1990
HOLLIS,male,0.009,87.17,707,US Census 1990
STEFAN,male,0.009,87.18,708,US Census 1990
DONNY,male,0.009,87.189,709,US Census 1990
ART,male,0.009,87.198,710,US Census 1990
LINWOOD,male,0.009,87.208,711,US Census 1990
BEAU,male,0.009,87.217,712,US Census 1990
WELDON,male,0.009,87.226,713,US Census 1990
GALEN,male,0.009,87.235,714,US Census 1990
ISIDRO,male,0.009,87.244,715,US Census 1990
TRUMAN,male,0.009,87.253,716,US Census 1990
DELMAR,male,0.009,87.262,717,US Census 1990
JOHNATHON,male,0.009,87.271,718,US Census 1990
SILAS,male,0.009,87.28,719,US Census 1990
FREDERIC,male,0.009,87.289,720,US Census 1990
DICK,male,0.009,87.298,721,US Census 1990
KIRBY,male,0.009,87.307,722,US Census 1990
IRWIN,male,0.009,87.316,723,US Census 1990
CRUZ,male,0.009,87.325,724,US Census 1990
MERLIN,male,0.009,87.334,725,US Census 1990
MERRILL,male,0.009,87.343,726,US Census 1990
CHARLEY,male,0.009,87.351,727,US Census 1990
MARCELINO,male,0.009,87.36,728,US Census 1990
LANE,male,0.009,87.369,729,US Census 1990
HARRIS,male,0.009,87.378,730,US Census 1990
CLEO,male,0.009,87.386,731,US Census 1990
CARLO,male,0.009,87.395,732,US Census 1990
TRENTON,male,0.009,87.404,733,US Census 1990
KURTIS,male,0.009,87.413,734,US Census 1990
HUNTER,male,0.009,87.421,735,US Census 1990
AURELIO,male,0.009,87.43,736,US Census 1990
WINFRED,male,0.009,87.438,737,US Census 1990
VITO,male,0.009,87.447,738,US Census 1990
COLLIN,male,0.009,87.456,739,US Census 1990
DENVER,male,0.009,87.464,740,US Census 1990
CARTER,male,0.009,87.473,741,US Census 1990
LEONEL,male,0.008,87.481,742,US Census 1990
EMORY,male,0.008,87.49,743,US Census 1990
PASQUALE,male,0.008,87.498,744,US Census 1990
MOHAMMAD,male,0.008,87.506,745,US Census 1990
MARIANO,male,0.008,87.514,746,US Census 1990
DANIAL,male,0.008,87.523,747,US Census 1990
BLAIR,male,0.008,87.531,748,US Census 1990
LANDON,male,0.008,87.539,749,US Census 1990
DIRK,male,0.008,87.548,750,US Census 1990
BRANDEN,male,0.008,87.556,751,US Census 1990
ADAN,male,0.008,87.564,752,US Census 1990
NUMBERS,male,0.008,87.572,753,US Census 1990
CLAIR,male,0.008,87.581,754,US Census 1990
BUFORD,male,0.008,87.589,755,US Census 1990
GERMAN,male,0.008,87.597,756,US Census 1990
BERNIE,male,0.008,87.605,757,US Census 1990
WILMER,male,0.008,87.613,758,US Census 1990
JOAN,male,0.008,87.621,759,US Census 1990
EMERSON,male,0.008,87.629,760,US Census 1990
ZACHERY,male,0.008,87.637,761,US Census 1990
FLETCHER,male,0.008,87.645,762,US Census 1990
JACQUES,male,0.008,87.653,763,US Census 1990
ERROL,male,0.008,87.661,764,US Census 1990
DALTON,male,0.008,87.669,765,US Census 1990
MONROE,male,0.008,87.676,766,US Census 1990
JOSUE,male,0.008,87.684,767,US Census 1990
DOMINIQUE,male,0.008,87.692,768,US Census 1990
EDWARDO,male,0.008,87.7,769,US Census 1990
BOOKER,male,0.008,87.708,770,US Census 1990
WILFORD,male,0.008,87.715,771,US Census 1990
SONNY,male,0.008,87.723,772,US Census 1990
SHELTON,male,0.008,87.731,773,US Census 1990
CARSON,male,0.008,87.739,774,US Census 1990
THERON,male,0.008,87.746,775,US Census 1990
RAYMUNDO,male,0.008,87.754,776,US Census 1990
DAREN,male,0.008,87.762,777,US Census 1990
TRISTAN,male,0.008,87.769,778,US Census 1990
HOUSTON,male,0.008,87.777,779,US Census 1990
ROBBY,male,0.008,87.785,780,US Census 1990
LINCOLN,male,0.008,87.792,781,US Census 1990
JAME,male,0.008,87.8,782,US Census 1990
GENARO,male,0.008,87.807,783,US Census 1990
GALE,male,0.008,87.815,784,US Census 1990
BENNETT,male,0.008,87.822,785,US Census 1990
OCTAVIO,male,0.008,87.83,786,US Census 1990
CORNELL,male,0.008,87.838,787,US Census 1990
LAVERNE,male,0.008,87.845,788,US Census 1990
HUNG,male,0.008,87.853,789,US Census 1990
ARRON,male,0.008,87.86,790,US Census 1990
ANTONY,male,0.008,87.868,791,US Census 1990
HERSCHEL,male,0.007,87.875,792,US Census 1990
ALVA,male,0.007,87.883,793,US Census 1990
GIOVANNI,male,0.007,87.89,794,US Census 1990
GARTH,male,0.007,87.897,795,US Census 1990
CYRUS,male,0.007,87.905,796,US Census 1990
CYRIL,male,0.007,87.912,797,US Census 1990
RONNY,male,0.007,87.92,798,US Census 1990
STEVIE,male,0.007,87.927,799,US Census 1990
LON,male,0.007,87.934,800,US Census 1990
FREEMAN,male,0.007,87.941,801,US Census 1990
ERIN,male,0.007,87.949,802,US Census 1990
DUNCAN,male,0.007,87.956,803,US Census 1990
KENNITH,male,0.007,87.963,804,US Census 1990
CARMINE,male,0.007,87.97,805,US Census 1990
AUGUSTINE,male,0.007,87.978,806,US Census 1990
YOUNG,male,0.007,87.985,807,US Census 1990
ERICH,male,0.007,87.992,808,US Census 1990
CHADWICK,male,0.007,87.999,809,US Census 1990
WILBURN,male,0.007,88.006,810,US Census 1990
RUSS,male,0.007,88.013,811,US Census 1990
REID,male,0.007,88.021,812,US Census 1990
MYLES,male,0.007,88.028,813,US Census 1990
ANDERSON,male,0.007,88.035,814,US Census 1990
MORTON,male,0.007,88.042,815,US Census 1990
JONAS,male,0.007,88.049,816,US Census 1990
FOREST,male,0.007,88.056,817,US Census 1990
MITCHEL,male,0.007,88.063,818,US Census 1990
MERVIN,male,0.007,88.07,819,US Census 1990
ZANE,male,0.007,88.077,820,US Census 1990
RICH,male,0.007,88.084,821,US Census 1990
JAMEL,male,0.007,88.091,822,US Census 1990
LAZARO,male,0.007,88.098,823,US Census 1990
ALPHONSE,male,0.007,88.105,824,US Census 1990
RANDELL,male,0.007,88.112,825,US Census 1990
MAJOR,male,0.007,88.119,826,US Census 1990
JOHNIE,male,0.007,88.126,827,US Census 1990
JARRETT,male,0.007,88.133,828,US Census 1990
BROOKS,male,0.007,88.14,829,US Census 1990
ARIEL,male,0.007,88.147,830,US Census 1990
ABDUL,male,0.007,88.154,831,US Census 1990
DUSTY,male,0.007,88.161,832,US Census 1990
LUCIANO,male,0.007,88.168,833,US Census 1990
LINDSEY,male,0.007,88.174,834,US Census 1990
TRACEY,male,0.007,88.181,835,US Census 1990
SEYMOUR,male,0.007,88.188,836,US Census 1990
SCOTTIE,male,0.007,88.195,837,US Census 1990
EUGENIO,male,0.007,88.202,838,US Census 1990
MOHAMMED,male,0.007,88.208,839,US Census 1990
SANDY,male,0.007,88.215,840,US Census 1990
VALENTIN,male,0.007,88.222,841,US Census 1990
CHANCE,male,0.007,88.228,842,US Census 1990
ARNULFO,male,0.007,88.235,843,US Census 1990
LUCIEN,male,0.007,88.242,844,US Census 1990
FERDINAND,male,0.007,88.248,845,US Census 1990
THAD,male,0.007,88.255,846,US Census 1990
EZRA,male,0.007,88.262,847,US Census 1990
SYDNEY,male,0.007,88.268,848,US Census 1990
ALDO,male,0.007,88.275,849,US Census 1990
RUBIN,male,0.006,88.281,850,US Census 1990
ROYAL,male,0.006,88.288,851,US Census 1990
MITCH,male,0.006,88.294,852,US Census 1990
EARLE,male,0.006,88.301,853,US Census 1990
ABE,male,0.006,88.307,854,US Census 1990
WYATT,male,0.006,88.314,855,US Census 1990
MARQUIS,male,0.006,88.32,856,US Census 1990
LANNY,male,0.006,88.326,857,US Census 1990
KAREEM,male,0.006,88.333,858,US Census 1990
JAMAR,male,0.006,88.339,859,US Census 1990
BORIS,male,0.006,88.346,860,US Census 1990
ISIAH,male,0.006,88.352,861,US Census 1990
EMILE,male,0.006,88.358,862,US Census 1990
ELMO,male,0.006,88.365,863,US Census 1990
ARON,male,0.006,88.371,864,US Census 1990
LEOPOLDO,male,0.006,88.377,865,US Census 1990
EVERETTE,male,0.006,88.384,866,US Census 1990
JOSEF,male,0.006,88.39,867,US Census 1990
GAIL,male,0.006,88.396,868,US Census 1990
ELOY,male,0.006,88.403,869,US Census 1990
DORIAN,male,0.006,88.409,870,US Census 1990
RODRICK,male,0.006,88.415,871,US Census 1990
REINALDO,male,0.006,88.421,872,US Census 1990
LUCIO,male,0.006,88.427,873,US Census 1990
JERROD,male,0.006,88.434,874,US Census 1990
WESTON,male,0.006,88.44,875,US Census 1990
HERSHEL,male,0.006,88.446,876,US Census 1990
BARTON,male,0.006,88.452,877,US Census 1990
PARKER,male,0.006,88.458,878,US Census 1990
LEMUEL,male,0.006,88.464,879,US Census 1990
LAVERN,male,0.006,88.47,880,US Census 1990
BURT,male,0.006,88.477,881,US Census 1990
JULES,male,0.006,88.483,882,US Census 1990
GIL,male,0.006,88.489,883,US Census 1990
ELISEO,male,0.006,88.495,884,US Census 1990
AHMAD,male,0.006,88.501,885,US Census 1990
NIGEL,male,0.006,88.507,886,US Census 1990
EFREN,male,0.006,88.513,887,US Census 1990
ANTWAN,male,0.006,88.519,888,US Census 1990
ALDEN,male,0.006,88.525,889,US Census 1990
MARGARITO,male,0.006,88.531,890,US Census 1990
COLEMAN,male,0.006,88.537,891,US Census 1990
REFUGIO,male,0.006,88.543,892,US Census 1990
DINO,male,0.006,88.549,893,US Census 1990
OSVALDO,male,0.006,88.555,894,US Census 1990
LES,male,0.006,88.56,895,US Census 1990
DEANDRE,male,0.006,88.566,896,US Census 1990
NORMAND,male,0.006,88.572,897,US Census 1990
KIETH,male,0.006,88.578,898,US Census 1990
IVORY,male,0.006,88.584,899,US Census 1990
ANDREA,male,0.006,88.59,900,US Census 1990
TREY,male,0.006,88.595,901,US Census 1990
NORBERTO,male,0.006,88.601,902,US Census 1990
NAPOLEON,male,0.006,88.607,903,US Census 1990
JEROLD,male,0.006,88.613,904,US Census 1990
FRITZ,male,0.006,88.619,905,US Census 1990
ROSENDO,male,0.006,88.624,906,US Census 1990
MILFORD,male,0.006,88.63,907,US Census 1990
SANG,male,0.006,88.636,908,US Census 1990
DEON,male,0.006,88.641,909,US Census 1990
CHRISTOPER,male,0.006,88.647,910,US Census 1990
ALFONZO,male,0.006,88.653,911,US Census 1990
LYMAN,male,0.006,88.658,912,US Census 1990
JOSIAH,male,0.006,88.664,913,US Census 1990
BRANT,male,0.006,88.67,914,US Census 1990
WILTON,male,0.006,88.675,915,US Census 1990
RICO,male,0.006,88.681,916,US Census 1990
JAMAAL,male,0.006,88.687,917,US Census 1990
DEWITT,male,0.006,88.692,918,US Census 1990
CAROL,male,0.006,88.698,919,US Census 1990
BRENTON,male,0.006,88.704,920,US Census 1990
YONG,male,0.006,88.709,921,US Census 1990
OLIN,male,0.006,88.715,922,US Census 1990
FOSTER,male,0.006,88.72,923,US Census 1990
FAUSTINO,male,0.006,88.726,924,US Census 1990
CLAUDIO,male,0.006,88.731,925,US Census 1990
JUDSON,male,0.006,88.737,926,US Census 1990
GINO,male,0.006,88.743,927,US Census 1990
EDGARDO,male,0.006,88.748,928,US Census 1990
BERRY,male,0.006,88.754,929,US Census 1990
ALEC,male,0.006,88.759,930,US Census 1990
TANNER,male,0.006,88.765,931,US Census 1990
JARRED,male,0.006,88.77,932,US Census 1990
DONN,male,0.006,88.776,933,US Census 1990
TRINIDAD,male,0.005,88.781,934,US Census 1990
TAD,male,0.005,88.787,935,US Census 1990
SHIRLEY,male,0.005,88.792,936,US Census 1990
PRINCE,male,0.005,88.798,937,US Census 1990
PORFIRIO,male,0.005,88.803,938,US Census 1990
ODIS,male,0.005,88.809,939,US Census 1990
MARIA,male,0.005,88.814,940,US Census 1990
LENARD,male,0.005,88.82,941,US Census 1990
CHAUNCEY,male,0.005,88.825,942,US Census 1990
CHANG,male,0.005,88.831,943,US Census 1990
TOD,male,0.005,88.836,944,US Census 1990
MEL,male,0.005,88.842,945,US Census 1990
MARCELO,male,0.005,88.847,946,US Census 1990
KORY,male,0.005,88.853,947,US Census 1990
AUGUSTUS,male,0.005,88.858,948,US Census 1990
KEVEN,male,0.005,88.864,949,US Census 1990
HILARIO,male,0.005,88.869,950,US Census 1990
BUD,male,0.005,88.874,951,US Census 1990
SAL,male,0.005,88.88,952,US Census 1990
ROSARIO,male,0.005,88.885,953,US Census 1990
ORVAL,male,0.005,88.891,954,US Census 1990
MAURO,male,0.005,88.896,955,US Census 1990
DANNIE,male,0.005,88.901,956,US Census 1990
ZACHARIAH,male,0.005,88.907,957,US Census 1990
OLEN,male,0.005,88.912,958,US Census 1990
ANIBAL,male,0.005,88.917,959,US Census 1990
MILO,male,0.005,88.923,960,US Census 1990
JED,male,0.005,88.928,961,US Census 1990
FRANCES,male,0.005,88.933,962,US Census 1990
THANH,male,0.005,88.939,963,US Census 1990
DILLON,male,0.005,88.944,964,US Census 1990
AMADO,male,0.005,88.949,965,US Census 1990
NEWTON,male,0.005,88.955,966,US Census 1990
CONNIE,male,0.005,88.96,967,US Census 1990
LENNY,male,0.005,88.965,968,US Census 1990
TORY,male,0.005,88.97,969,US Census 1990
RICHIE,male,0.005,88.975,970,US Census 1990
LUPE,male,0.005,88.981,971,US Census 1990
HORACIO,male,0.005,88.986,972,US Census 1990
BRICE,male,0.005,88.991,973,US Census 1990
MOHAMED,male,0.005,88.996,974,US Census 1990
DELMER,male,0.005,89.001,975,US Census 1990
DARIO,male,0.005,89.006,976,US Census 1990
REYES,male,0.005,89.012,977,US Census 1990
DEE,male,0.005,89.017,978,US Census 1990
MAC,male,0.005,89.022,979,US Census 1990
JONAH,male,0.005,89.027,980,US Census 1990
JERROLD,male,0.005,89.032,981,US Census 1990
ROBT,male,0.005,89.037,982,US Census 1990
HANK,male,0.005,89.042,983,US Census 1990
SUNG,male,0.005,89.047,984,US Census 1990
RUPERT,male,0.005,89.052,985,US Census 1990
ROLLAND,male,0.005,89.057,986,US Census 1990
KENTON,male,0.005,89.062,987,US Census 1990
DAMION,male,0.005,89.067,988,US Census 1990
CHI,male,0.005,89.072,989,US Census 1990
ANTONE,male,0.005,89.077,990,US Census 1990
WALDO,male,0.005,89.082,991,US Census 1990
FREDRIC,male,0.005,89.087,992,US Census 1990
BRADLY,male,0.005,89.092,993,US Census 1990
QUINN,male,0.005,89.097,994,US Census 1990
KIP,male,0.005,89.102,995,US Census 1990
BURL,male,0.005,89.107,996,US Census 1990
WALKER,male,0.005,89.112,997,US Census 1990
TYREE,male,0.005,89.117,998,US Census 1990
JEFFEREY,male,0.005,89.122,999,US Census 1990
AHMED,male,0.005,89.127,1000,US Census 1990
WILLY,male,0.005,89.132,1001,US Census 1990
STANFORD,male,0.005,89.137,1002,US Census 1990
OREN,male,0.005,89.142,1003,US Census 1990
NOBLE,male,0.005,89.146,1004,US Census 1990
MOSHE,male,0.005,89.151,1005,US Census 1990
MIKEL,male,0.005,89.156,1006,US Census 1990
ENOCH,male,0.005,89.161,1007,US Census 1990
BRENDON,male,0.005,89.166,1008,US Census 1990
QUINTIN,male,0.005,89.171,1009,US Census 1990
JAMISON,male,0.005,89.176,1010,US Census 1990
FLORENCIO,male,0.005,89.181,1011,US Census 1990
DARRICK,male,0.005,89.185,1012,US Census 1990
TOBIAS,male,0.005,89.19,1013,US Census 1990
MINH,male,0.005,89.195,1014,US Census 1990
HASSAN,male,0.005,89.2,1015,US Census 1990
GIUSEPPE,male,0.005,89.205,1016,US Census 1990
DEMARCUS,male,0.005,89.21,1017,US Census 1990
CLETUS,male,0.005,89.214,1018,US Census 1990
TYRELL,male,0.005,89.219,1019,US Census 1990
LYNDON,male,0.005,89.224,1020,US Census 1990
KEENAN,male,0.005,89.229,1021,US Census 1990
WERNER,male,0.005,89.234,1022,US Census 1990
THEO,male,0.005,89.238,1023,US Census 1990
GERALDO,male,0.005,89.243,1024,US Census 1990
LOU,male,0.005,89.248,1025,US Census 1990
COLUMBUS,male,0.005,89.253,1026,US Census 1990
CHET,male,0.005,89.257,1027,US Census 1990
BERTRAM,male,0.005,89.262,1028,US Census 1990
MARKUS,male,0.005,89.267,1029,US Census 1990
HUEY,male,0.005,89.271,1030,US Census 1990
HILTON,male,0.005,89.276,1031,US Census 1990
DWAIN,male,0.005,89.281,1032,US Census 1990
DONTE,male,0.005,89.285,1033,US Census 1990
TYRON,male,0.005,89.29,1034,US Census 1990
OMER,male,0.005,89.295,1035,US Census 1990
ISAIAS,male,0.005,89.299,1036,US Census 1990
HIPOLITO,male,0.005,89.304,1037,US Census 1990
FERMIN,male,0.005,89.309,1038,US Census 1990
CHUNG,male,0.005,89.313,1039,US Census 1990
ADALBERTO,male,0.005,89.318,1040,US Census 1990
VALENTINE,male,0.005,89.323,1041,US Census 1990
JAMEY,male,0.005,89.327,1042,US Census 1990
BO,male,0.005,89.332,1043,US Census 1990
BARRETT,male,0.005,89.336,1044,US Census 1990
WHITNEY,male,0.005,89.341,1045,US Census 1990
TEODORO,male,0.005,89.345,1046,US Census 1990
MCKINLEY,male,0.005,89.35,1047,US Census 1990
MAXIMO,male,0.005,89.355,1048,US Census 1990
GARFIELD,male,0.005,89.359,1049,US Census 1990
SOL,male,0.005,89.364,1050,US Census 1990
RALEIGH,male,0.005,89.368,1051,US Census 1990
LAWERENCE,male,0.005,89.373,1052,US Census 1990
ABRAM,male,0.005,89.377,1053,US Census 1990
RASHAD,male,0.004,89.382,1054,US Census 1990
KING,male,0.004,89.386,1055,US Census 1990
EMMITT,male,0.004,89.391,1056,US Census 1990
DARON,male,0.004,89.395,1057,US Census 1990
CHONG,male,0.004,89.4,1058,US Census 1990
SAMUAL,male,0.004,89.404,1059,US Census 1990
PARIS,male,0.004,89.409,1060,US Census 1990
OTHA,male,0.004,89.413,1061,US Census 1990
MIQUEL,male,0.004,89.418,1062,US Census 1990
LACY,male,0.004,89.422,1063,US Census 1990
EUSEBIO,male,0.004,89.426,1064,US Census 1990
DONG,male,0.004,89.431,1065,US Census 1990
DOMENIC,male,0.004,89.435,1066,US Census 1990
DARRON,male,0.004,89.44,1067,US Census 1990
BUSTER,male,0.004,89.444,1068,US Census 1990
ANTONIA,male,0.004,89.449,1069,US Census 1990
WILBER,male,0.004,89.453,1070,US Census 1990
RENATO,male,0.004,89.458,1071,US Census 1990
JC,male,0.004,89.462,1072,US Census 1990
HOYT,male,0.004,89.466,1073,US Census 1990
HAYWOOD,male,0.004,89.471,1074,US Census 1990
EZEKIEL,male,0.004,89.475,1075,US Census 1990
CHAS,male,0.004,89.48,1076,US Census 1990
FLORENTINO,male,0.004,89.484,1077,US Census 1990
ELROY,male,0.004,89.489,1078,US Census 1990
CLEMENTE,male,0.004,89.493,1079,US Census 1990
ARDEN,male,0.004,89.497,1080,US Census 1990
NEVILLE,male,0.004,89.502,1081,US Census 1990
KELLEY,male,0.004,89.506,1082,US Census 1990
EDISON,male,0.004,89.51,1083,US Census 1990
DESHAWN,male,0.004,89.515,1084,US Census 1990
CARROL,male,0.004,89.519,1085,US Census 1990
SHAYNE,male,0.004,89.523,1086,US Census 1990
NATHANIAL,male,0.004,89.528,1087,US Census 1990
JORDON,male,0.004,89.532,1088,US Census 1990
DANILO,male,0.004,89.536,1089,US Census 1990
CLAUD,male,0.004,89.541,1090,US Census 1990
VAL,male,0.004,89.545,1091,US Census 1990
SHERWOOD,male,0.004,89.549,1092,US Census 1990
RAYMON,male,0.004,89.554,1093,US Census 1990
RAYFORD,male,0.004,89.558,1094,US Census 1990
CRISTOBAL,male,0.004,89.562,1095,US Census 1990
AMBROSE,male,0.004,89.567,1096,US Census 1990
TITUS,male,0.004,89.571,1097,US Census 1990
HYMAN,male,0.004,89.575,1098,US Census 1990
FELTON,male,0.004,89.579,1099,US Census 1990
EZEQUIEL,male,0.004,89.584,1100,US Census 1990
ERASMO,male,0.004,89.588,1101,US Census 1990
STANTON,male,0.004,89.592,1102,US Census 1990
LONNY,male,0.004,89.596,1103,US Census 1990
LEN,male,0.004,89.601,1104,US Census 1990
IKE,male,0.004,89.605,1105,US Census 1990
MILAN,male,0.004,89.609,1106,US Census 1990
LINO,male,0.004,89.613,1107,US Census 1990
JAROD,male,0.004,89.617,1108,US Census 1990
HERB,male,0.004,89.622,1109,US Census 1990
ANDREAS,male,0.004,89.626,1110,US Census 1990
WALTON,male,0.004,89.63,1111,US Census 1990
RHETT,male,0.004,89.634,1112,US Census 1990
PALMER,male,0.004,89.638,1113,US Census 1990
JUDE,male,0.004,89.642,1114,US Census 1990
DOUGLASS,male,0.004,89.647,1115,US Census 1990
CORDELL,male,0.004,89.651,1116,US Census 1990
OSWALDO,male,0.004,89.655,1117,US Census 1990
ELLSWORTH,male,0.004,89.659,1118,US Census 1990
VIRGILIO,male,0.004,89.663,1119,US Census 1990
TONEY,male,0.004,89.667,1120,US Census 1990
NATHANAEL,male,0.004,89.671,1121,US Census 1990
